MouseID,Timepoint,Age_at_S1K,Qall,YFP+,YFP+.Ki67+,YFP-,YFP-.Ki67+,population,organ,YFP+frac,YFP+.Ki67+frac,YFP-frac,YFP-.Ki67+frac,Ki67+frac,YFP+.Ki67-,YFP-.Ki67-
BPS1-01422,3,133,12505.1882597095,2717.16572783872,898.310109694634,9788.02253187074,342.425140824192,4EM.CD69+CD103-,LP,0.21728307254623,0.330605564648118,0.78271692745377,0.03498409813721,0.099217638691323,1818.85561814409,9445.59739104655
BPS1-01422,3,133,30674.4737622295,8351.61577230952,3317.5214942188,22322.85798992,527.720130447673,4EM,LP,0.272265983665974,0.397231096911608,0.727734016334026,0.023640347964672,0.125356400715218,5034.09427809072,21795.1378594723
BPS1-01422,3,133,4094.27809072043,1780.3142603024,1043.58138155944,2313.96383041803,50.4002371775867,4EM.CD69-CD103-,LP,0.434829833454019,0.586178184845962,0.565170166545981,0.021780909673286,0.267197682838523,736.732878742959,2263.56359324044
BPS1-02241,4,74,6398.51275984452,2813.92597600135,265.337164103431,3584.58678384316,98.0226466114585,4EM.CD69+,LP,0.439778129952456,0.094294294294294,0.560221870047544,0.027345591702027,0.056788166930798,2548.58881189792,3486.5641372317
BPS1-02237,4,74,3918.32602092474,1127.23590955113,266.62166722916,2791.09011137361,113.061086736416,4EM.CD69+,LP,0.287683031869078,0.236526946107784,0.712316968130922,0.040507859733978,0.096899224806202,860.614242321971,2678.02902463719
BPS1-02242,4,74,824.953127663201,271.007329129027,54.5423555479802,553.945798534174,27.2711777739901,4EM.CD69+CD103+,LP,0.328512396694215,0.20125786163522,0.671487603305785,0.049230769230769,0.099173553719008,216.464973581047,526.674620760184
BPS1-02241,4,74,4662.83589656921,2141.287814771,182.524928173061,2521.54808179821,67.6018252492817,4EM.CD69+CD103-,LP,0.45922435665096,0.085240726124704,0.540775643349039,0.026809651474531,0.053642624139181,1958.76288659794,2453.94625654893
BPS1-02242,4,74,37.4978694392364,11.9311402761207,6.81779444349753,25.5667291631157,5.11334583262315,4EM.CD69-CD103+,LP,0.318181818181818,0.571428571428571,0.681818181818182,0.2,0.318181818181818,5.11334583262315,20.4533833304926
BPS1-01715,4,56,6958.4823511118,3109.93624630695,1141.34660239465,3848.54610480485,138.392162960659,4EM.CD69-,LP,0.446927374301676,0.367,0.553072625698324,0.035959595959596,0.18391061452514,1968.5896439123,3710.15394184419
BPS1-02237,4,74,2441.78197772528,627.742153223085,148.498143773203,1814.03982450219,79.3115086061424,4EM.CD69+CD103-,LP,0.257083621285418,0.236559139784946,0.742916378714582,0.043720930232558,0.093296475466482,479.244009449882,1734.72831589605
BPS1-01715,4,56,6661.48343958949,2906.23542217385,1055.82335562121,3755.24801741564,129.062354221738,4EM.CD69-CD103-,LP,0.436274509803922,0.363295880149813,0.563725490196078,0.034368530020704,0.177871148459384,1850.41206655264,3626.1856631939
BPS1-01421,4,133,2975.46428087298,1478.92097058425,599.159549952555,1496.54331028874,84.0450047444761,4EM.CD69-,LP,0.497038724373576,0.405132905591201,0.502961275626424,0.056159420289855,0.229612756264237,879.761420631693,1412.49830554426
BPS1-02242,4,74,1544.23044145219,369.865348559741,76.7001874893472,1174.36509289245,74.9957388784728,4EM.CD69+CD103-,LP,0.239514348785872,0.207373271889401,0.760485651214128,0.063860667634253,0.098233995584989,293.165161070394,1099.36935401398
BPS1-01715,4,56,296.998911522314,203.700824133105,85.5232467734411,93.2980873892085,9.32980873892085,4EM.CD69-CD103+,LP,0.68586387434555,0.419847328244275,0.31413612565445,0.1,0.319371727748691,118.177577359664,83.9682786502877
BPS1-01421,4,133,237.223803714247,149.112105191812,77.2671817812119,88.1116985224346,10.8445167412227,4EM.CD69-CD103+,LP,0.628571428571429,0.518181818181818,0.371428571428571,0.123076923076923,0.371428571428571,71.8449234106005,77.2671817812119
BPS1-02237,4,74,762.740465744178,354.37057036787,199.122510968613,408.369895376308,33.7495781302734,4EM.CD69-CD103-,LP,0.464601769911504,0.561904761904762,0.535398230088495,0.082644628099174,0.305309734513274,155.248059399258,374.620317246034
BPS1-02241,4,74,1363.86682440426,528.98428257563,204.495521379077,834.882541828629,30.4208213621768,4EM.CD69-CD103-,LP,0.387856257744734,0.386581469648562,0.612143742255266,0.036437246963563,0.172242874845105,324.488761196552,804.461720466453
BPS1-02242,4,74,773.819669336969,167.035963865689,78.4046361002216,606.78370547128,27.2711777739901,4EM.CD69-CD103-,LP,0.215859030837004,0.469387755102041,0.784140969162996,0.044943820224719,0.136563876651982,88.6313277654679,579.51252769729
BPS1-01715,4,56,17269.4759757425,5997.51205100295,1418.13092831597,11271.9639247395,492.924895039652,4EM.CD69+CD103-,LP,0.347289753286512,0.236453201970443,0.652710246713488,0.043730169678576,0.110660904015847,4579.38112268699,10779.0390296999
BPS1-01421,4,133,8675.61339297818,1586.01057340382,402.602684017893,7089.60281957435,332.113325199946,4EM.CD69+CD103-,LP,0.1828125,0.253846153846154,0.8171875,0.046845124282983,0.0846875,1183.40788938593,6757.48949437441
BPS1-01421,4,133,2738.24047715874,1329.80886539244,521.892368171343,1408.4316117663,73.2004880032534,4EM.CD69-CD103-,LP,0.485643564356436,0.392456676860347,0.514356435643564,0.051973051010587,0.217326732673267,807.916497221093,1335.23112376305
BPS1-02237,4,74,4758.69051636855,1540.66824164698,494.431319608505,3218.02227472157,150.185622679717,4EM,LP,0.323758865248227,0.32092004381161,0.676241134751773,0.046670162558993,0.135460992907801,1046.23692203847,3067.83665204185
BPS1-02242,4,74,2369.18356911539,640.872677688768,131.242543037327,1728.31089142662,102.266916652463,4EM.CD69+,LP,0.270503597122302,0.204787234042553,0.729496402877698,0.059171597633136,0.098561151079137,509.63013465144,1626.04397477416
BPS1-02241,4,74,7863.7823221227,3435.86276829474,493.493324319757,4427.91955382795,126.753422342403,4EM,LP,0.43692241564582,0.143630103295622,0.56307758435418,0.028625954198473,0.078873844831292,2942.36944397499,4301.16613148555
BPS1-01421,4,133,13668.1577877186,3044.59807509828,793.005286701911,10623.5597126203,505.625593059509,4EM.CD69+,LP,0.222751165327779,0.260463045414069,0.777248834672221,0.047594742886309,0.095011405335714,2251.59278839637,10117.9341195608
BPS1-01715,4,56,22609.2365106515,8426.37225936868,1903.28098273985,14182.8642512828,632.872026123465,4EM.CD69+,LP,0.372696011004127,0.225871932090792,0.627303988995873,0.044622300186383,0.112173314993122,6523.09127662883,13549.9922251594
BPS1-01715,4,56,29567.7188617633,11738.4543616856,3142.59057689317,17829.2645000777,673.301197325455,4EM,LP,0.397002366552722,0.267717578487217,0.602997633447279,0.037763823478109,0.12905600841441,8595.86378479241,17155.9633027523
BPS1-02241,4,74,1735.67686327531,672.638161230353,82.8122359303701,1063.03870204496,30.4208213621768,4EM.CD69+CD103+,LP,0.387536514118793,0.123115577889447,0.612463485881207,0.028616852146264,0.065238558909445,589.825925299983,1032.61788068278
BPS1-02237,4,74,1476.54404319946,499.493756328046,118.123523455957,977.050286871414,33.7495781302734,4EM.CD69+CD103+,LP,0.338285714285714,0.236486486486486,0.661714285714286,0.034542314335061,0.102857142857143,381.370232872089,943.300708741141
BPS1-01421,4,133,4992.54439474041,1458.58750169446,390.402602684018,3533.95689304595,173.512267859564,4EM.CD69+CD103+,LP,0.29215313603041,0.267657992565056,0.70784686396959,0.04909858074415,0.11295139831659,1068.18489901044,3360.44462518639
BPS1-02241,4,74,101.402737873923,67.6018252492817,20.2805475747845,33.8009126246409,1.69004563123204,4EM.CD69-CD103+,LP,0.666666666666667,0.3,0.333333333333333,0.05,0.216666666666667,47.3212776744972,32.1108669934088
BPS1-02237,4,74,77.6240296996288,52.3118461019237,25.312183597705,25.312183597705,6.74991562605467,4EM.CD69-CD103+,LP,0.673913043478261,0.483870967741936,0.326086956521739,0.266666666666667,0.41304347826087,26.9996625042187,18.5622679716504
BPS1-02241,4,74,1465.26956227818,596.586107824911,224.776068953862,868.68345445327,32.1108669934088,4EM.CD69-,LP,0.407151095732411,0.376770538243626,0.592848904267589,0.036964980544747,0.175317185697809,371.810038871049,836.572587459862
BPS1-01421,4,133,16643.6220685916,4606.20848583435,1435.54290361936,12037.4135827572,546.292530839095,4EM,LP,0.276755171852093,0.311653914067098,0.723244828147907,0.045382882882883,0.119074767877504,3170.66558221499,11491.1210519181
BPS1-02237,4,74,840.364495443807,406.682416469794,224.434694566318,433.682078974013,40.499493756328,4EM.CD69-,LP,0.483935742971888,0.551867219917012,0.516064257028112,0.093385214007782,0.315261044176707,182.247721903476,393.182585217685
BPS1-01715,4,56,5339.76053490903,2428.86020836573,485.150054423884,2910.90032654331,139.947131083813,4EM.CD69+CD103+,LP,0.454863133372161,0.199743918053777,0.545136866627839,0.048076923076923,0.117064647641235,1943.71015394184,2770.95319545949
BPS1-02242,4,74,811.317538776206,178.96710414181,85.2224305437191,632.350434634396,32.3845236066133,4EM.CD69-,LP,0.220588235294118,0.476190476190476,0.779411764705882,0.051212938005391,0.144957983193277,93.744673598091,599.965911027783
BPS1-02242,4,74,3180.5011078916,826.657576274075,219.873870802795,2353.84353161752,131.242543037327,4EM,LP,0.259914255091104,0.265979381443299,0.740085744908896,0.055756698044895,0.110396570203644,606.78370547128,2222.60098858019
BPS1-01716,5,56,1873.10797174571,705.095862764884,94.6014127144299,1168.01210898083,54.2381432896065,4EM.CD69+CD103-,LP,0.376430976430976,0.134168157423971,0.623569023569024,0.046436285097192,0.07946127946128,610.494450050454,1113.77396569122
BPS1-01716,5,56,63.0676084762866,44.1473259334006,16.3975782038345,18.920282542886,6.30676084762866,4EM.CD69-CD103+,LP,0.7,0.371428571428571,0.3,0.333333333333333,0.36,27.7497477295661,12.6135216952573
BPS1-01716,5,56,981.331987891019,440.21190716448,54.2381432896065,541.120080726539,21.4429868819374,4EM.CD69+CD103+,LP,0.448586118251928,0.123209169054441,0.551413881748072,0.03962703962704,0.077120822622108,385.973763874874,519.677093844601
BPS1-01716,5,56,763.118062563068,382.189707366297,133.703329969728,380.928355196771,34.0565085771948,4EM.CD69-CD103-,LP,0.500826446280992,0.34983498349835,0.499173553719008,0.089403973509934,0.219834710743802,248.486377396569,346.871846619576
BPS1-01716,5,56,3680.62563067608,1593.087790111,302.724520686176,2087.53784056509,112.26034308779,4EM,LP,0.432830705962988,0.190023752969121,0.567169294037012,0.053776435045317,0.112748457847841,1290.36326942482,1975.2774974773
BPS1-01716,5,56,826.185671039354,426.337033299697,150.100908173562,399.848637739657,40.3632694248234,4EM.CD69-,LP,0.516030534351145,0.35207100591716,0.483969465648855,0.100946372239748,0.230534351145038,276.236125126135,359.485368314834
BPS1-01716,5,56,2854.43995963673,1145.30776992936,148.839556004036,1709.13218970737,75.6811301715439,4EM.CD69+,LP,0.401237295625276,0.129955947136564,0.598762704374724,0.044280442804428,0.078656650463986,996.468213925328,1633.45105953582
BPS1-01711,6,60,480.769230769231,93.0012610340479,42.5598991172762,387.767969735183,66.2042875157629,4EM.CD69-CD103-,LP,0.19344262295082,0.457627118644068,0.80655737704918,0.170731707317073,0.226229508196721,50.4413619167717,321.56368221942
BPS1-01711,6,60,390.920554854981,78.8146279949559,4.72887767969735,312.105926860025,14.1866330390921,4EM.CD69+CD103+,LP,0.201612903225806,0.06,0.798387096774193,0.045454545454546,0.048387096774194,74.0857503152585,297.919293820933
BPS1-01711,6,60,521.752837326608,104.035308953342,45.7124842370744,417.717528373266,74.0857503152585,4EM.CD69-,LP,0.199395770392749,0.439393939393939,0.800604229607251,0.177358490566038,0.229607250755287,58.3228247162673,343.631778058008
BPS1-01711,6,60,1331.96721311475,277.427490542245,17.3392181588903,1054.53972257251,52.0176544766709,4EM.CD69+,LP,0.208284023668639,0.0625,0.791715976331361,0.04932735426009,0.05207100591716,260.088272383354,1002.52206809584
BPS1-01711,6,60,941.046658259773,198.612862547289,12.6103404791929,742.433795712484,37.8310214375788,4EM.CD69+CD103-,LP,0.21105527638191,0.063492063492064,0.78894472361809,0.050955414012739,0.053601340033501,186.002522068096,704.602774274905
BPS1-01711,6,60,1853.72005044136,392.49684741488,67.780580075662,1461.22320302648,121.374527112232,4EM,LP,0.211734693877551,0.172690763052209,0.788265306122449,0.083063646170442,0.102040816326531,324.716267339218,1339.84867591425
BPS1-01711,6,60,40.9836065573771,11.0340479192938,3.15258511979823,29.9495586380832,7.88146279949559,4EM.CD69-CD103+,LP,0.269230769230769,0.285714285714286,0.730769230769231,0.263157894736842,0.269230769230769,7.88146279949559,22.0680958385876
BPS1-01867,7,83,765.049058605145,354.017501988862,143.198090692124,411.031556616282,78.2285865818085,4EM.CD69-,LP,0.462738301559792,0.404494382022472,0.537261698440208,0.190322580645161,0.289428076256499,210.819411296738,332.802970034474
BPS1-01712,7,60,1795.81795817958,776.445264452645,195.264452644526,1019.37269372694,93.7884378843788,4EM.CD69+CD103+,LP,0.43236301369863,0.251485148514851,0.56763698630137,0.092006033182504,0.160958904109589,581.180811808118,925.584255842558
BPS1-01867,7,83,1915.93741713073,739.856801909308,140.546274197826,1176.08061522143,84.858127817555,4EM.CD69+CD103-,LP,0.386159169550173,0.189964157706093,0.613840830449827,0.072153325817362,0.117647058823529,599.310527711482,1091.22248740387
BPS1-01867,7,83,701.405462741978,308.936621585786,125.961283479183,392.468841156192,72.9249535932114,4EM.CD69-CD103-,LP,0.440453686200378,0.407725321888412,0.559546313799622,0.185810810810811,0.283553875236295,182.975338106603,319.543887562981
BPS1-01867,7,83,2895.78361177407,1201.27287191726,212.145319543888,1694.5107398568,110.050384513392,4EM.CD69+,LP,0.414835164835165,0.176600441501104,0.585164835164835,0.064945226917058,0.111263736263736,989.127552373376,1584.46035534341
BPS1-01867,7,83,979.846194643331,461.416070007955,71.5990453460621,518.430124635375,25.1922566958366,4EM.CD69+CD103+,LP,0.470906630581867,0.155172413793103,0.529093369418133,0.048593350383632,0.098782138024357,389.817024661893,493.237867939539
BPS1-01712,7,60,109.163591635916,86.1008610086101,47.6629766297663,23.0627306273063,7.68757687576876,4EM.CD69-CD103+,LP,0.788732394366197,0.553571428571429,0.211267605633803,0.333333333333333,0.507042253521127,38.4378843788438,15.3751537515375
BPS1-01712,7,60,4864.69864698647,1891.14391143911,495.079950799508,2973.55473554736,261.377613776138,4EM.CD69+,LP,0.388748419721871,0.261788617886179,0.611251580278129,0.087900723888314,0.155499367888748,1396.06396063961,2712.17712177122
BPS1-01712,7,60,1200.79950799508,633.456334563346,292.127921279213,567.343173431734,103.013530135301,4EM.CD69-,LP,0.52752880921895,0.461165048543689,0.47247119078105,0.181571815718157,0.329065300896287,341.328413284133,464.329643296433
BPS1-01712,7,60,6065.49815498155,2547.66297662977,799.507995079951,3517.83517835178,352.091020910209,4EM,LP,0.420025348542459,0.313820156910078,0.579974651457541,0.100087412587413,0.189860583016477,1748.15498154982,3165.74415744157
BPS1-01867,7,83,3660.83267037921,1601.69716255635,363.298859718907,2059.13550782286,180.323521612304,4EM,LP,0.437522636725824,0.22682119205298,0.562477363274176,0.087572440437862,0.148496921405288,1238.39830283744,1878.81198621055
BPS1-01712,7,60,3068.88068880689,1114.69864698647,299.815498154982,1954.18204182042,167.589175891759,4EM.CD69+CD103-,LP,0.363226452905812,0.268965517241379,0.636773547094188,0.085759244689221,0.152304609218437,814.883148831488,1786.59286592866
BPS1-01867,7,83,63.6435958631663,45.0808804030761,17.2368072129409,18.5627154600902,5.30363298859719,4EM.CD69-CD103+,LP,0.708333333333333,0.382352941176471,0.291666666666667,0.285714285714286,0.354166666666667,27.8440731901352,13.259082471493
BPS1-01712,7,60,1091.63591635916,547.355473554736,244.464944649446,544.280442804428,95.3259532595326,4EM.CD69-CD103-,LP,0.501408450704225,0.446629213483146,0.498591549295775,0.175141242937853,0.311267605633803,302.890528905289,448.954489544895
BPS1-01713,8,60,116.448326055313,14.5560407569141,5.4585152838428,101.892285298399,49.1266375545852,4EM.CD69-CD103+,LP,0.125,0.375,0.875,0.482142857142857,0.46875,9.09752547307133,52.7656477438137
BPS1-02127,8,102,67.1269658611431,30.686612965094,17.2612197928654,36.4403528960491,7.67165324127349,4EM.CD69-CD103+,LP,0.457142857142857,0.5625,0.542857142857143,0.210526315789474,0.371428571428571,13.4253931722286,28.7686996547756
BPS1-02123,8,102,17.7226406734603,11.0766504209127,6.64599025254763,6.64599025254763,4.43066016836509,4EM.CD69-CD103+,LP,0.625,0.6,0.375,0.666666666666667,0.625,4.43066016836509,2.21533008418254
BPS1-02127,8,102,7105.86881472957,1499.80820866897,176.44802454929,5606.06060606061,243.574990410433,4EM.CD69+CD103-,LP,0.211066126855601,0.117647058823529,0.788933873144399,0.043448511802942,0.059109311740891,1323.36018411968,5362.48561565017
BPS1-01713,8,60,9126.63755458515,1213.60989810771,347.525473071325,7913.02765647744,1479.2576419214,4EM,LP,0.132974481658692,0.286356821589205,0.867025518341308,0.186939526327891,0.200159489633174,866.08442503639,6433.77001455604
BPS1-01713,8,60,3418.8500727802,349.344978165939,58.2241630276565,3069.50509461426,416.666666666667,4EM.CD69-,LP,0.102182011708356,0.166666666666667,0.897817988291644,0.135743924125667,0.138903672166046,291.120815138282,2652.8384279476
BPS1-02123,8,102,564.909171466549,203.810367744794,22.1533008418254,361.098803721755,22.1533008418254,4EM.CD69+CD103+,LP,0.36078431372549,0.108695652173913,0.63921568627451,0.061349693251534,0.07843137254902,181.657066902969,338.945502879929
BPS1-02123,8,102,443.066016836509,135.135135135135,50.9525919361985,307.930881701373,39.8759415152858,4EM.CD69-,LP,0.305,0.377049180327869,0.695,0.129496402877698,0.205,84.1825431989366,268.054940186088
BPS1-02127,8,102,4311.4691215957,976.217874952052,285.769083237438,3335.25124664365,226.313770617568,4EM.CD69-,LP,0.226423487544484,0.292730844793713,0.773576512455516,0.067855089131685,0.118772241992883,690.448791714615,3108.93747602608
BPS1-01713,8,60,536.754002911208,152.838427947598,34.570596797671,383.91557496361,67.3216885007278,4EM.CD69+CD103+,LP,0.284745762711864,0.226190476190476,0.715254237288135,0.175355450236967,0.189830508474576,118.267831149927,316.593886462882
BPS1-01713,8,60,5707.78748180495,856.986899563319,285.66229985444,4850.80058224163,1066.22998544396,4EM.CD69+,LP,0.150143449155244,0.333333333333333,0.849856550844756,0.219804951237809,0.236850494102646,571.324599708879,3784.57059679767
BPS1-02123,8,102,1984.93575542756,644.66105449712,75.3212228622065,1340.27470093044,75.3212228622065,4EM.CD69+,LP,0.324776785714286,0.116838487972509,0.675223214285714,0.056198347107438,0.075892857142857,569.339831634914,1264.95347806823
BPS1-02127,8,102,995.397008055236,322.209436133487,30.686612965094,673.187571921749,17.2612197928654,4EM.CD69+CD103+,LP,0.323699421965318,0.095238095238095,0.676300578034682,0.025641025641026,0.048169556840077,291.522823168393,655.926352128884
BPS1-02127,8,102,8101.26582278481,1822.01764480246,207.134637514384,6279.24817798236,260.836210203299,4EM.CD69+,LP,0.224905303030303,0.113684210526316,0.775094696969697,0.041539401343922,0.057765151515152,1614.88300728807,6018.41196777906
BPS1-02123,8,102,1420.02658396101,440.850686752326,53.167922020381,979.175897208684,53.167922020381,4EM.CD69+CD103-,LP,0.310452418096724,0.120603015075377,0.689547581903276,0.054298642533937,0.074882995319813,387.682764731945,926.007975188303
BPS1-02123,8,102,2428.00177226407,786.442179884803,128.489144882588,1641.55959237926,112.98183429331,4EM,LP,0.323905109489051,0.163380281690141,0.676094890510949,0.068825910931174,0.099452554744526,657.953035002215,1528.57775808596
BPS1-01713,8,60,3302.40174672489,334.788937409025,52.7656477438137,2967.61280931587,367.540029112082,4EM.CD69-CD103-,LP,0.10137741046832,0.157608695652174,0.89862258953168,0.12385039852851,0.127272727272727,282.023289665211,2600.07278020378
BPS1-01713,8,60,5171.03347889374,704.148471615721,251.091703056769,4466.88500727802,998.908296943231,4EM.CD69+CD103-,LP,0.136171710063336,0.356589147286822,0.863828289936664,0.223625254582485,0.241731175228712,453.056768558952,3467.97671033479
BPS1-02123,8,102,425.343376163048,124.058484714222,44.3066016836509,301.284891448826,35.4452813469207,4EM.CD69-CD103-,LP,0.291666666666667,0.357142857142857,0.708333333333333,0.117647058823529,0.1875,79.7518830305715,265.839610101905
BPS1-02127,8,102,4244.34215573456,945.531261986958,268.507863444572,3298.8108937476,218.642117376295,4EM.CD69-CD103-,LP,0.222774514234071,0.283975659229209,0.777225485765929,0.066279069767442,0.114776321735201,677.023398542386,3080.16877637131
BPS1-02127,8,102,12412.7349443805,2811.66091292674,492.903720751822,9601.07403145378,487.149980820867,4EM,LP,0.226514215080346,0.175306957708049,0.773485784919654,0.050739113064323,0.078955500618047,2318.75719217491,9113.92405063291
BPS1-02238,9,79,2005.99330160409,639.873083024855,86.3740525295258,1366.12021857924,116.340560549974,4EM.CD69+CD103+,LP,0.318980667838313,0.134986225895317,0.681019332161687,0.085161290322581,0.101054481546573,553.499030495329,1249.77965802926
BPS1-02243,9,79,1019.64285714286,491.071428571429,108.928571428571,528.571428571429,44.6428571428571,4EM.CD69+CD103+,LP,0.481611208406305,0.221818181818182,0.518388791593695,0.08445945945946,0.15061295971979,382.142857142857,483.928571428571
BPS1-02238,9,79,3719.37246606734,784.417415829367,112.815089018156,2934.95505023797,341.970738586286,4EM.CD69+CD103-,LP,0.210900473933649,0.143820224719101,0.789099526066351,0.116516516516517,0.122274881516588,671.602326811211,2592.98431165168
BPS1-02243,9,79,1869.64285714286,650,112.5,1219.64285714286,112.5,4EM.CD69+CD103-,LP,0.347659980897803,0.173076923076923,0.652340019102197,0.092240117130308,0.120343839541547,537.5,1107.14285714286
BPS1-02243,9,79,60.7142857142857,39.2857142857143,16.0714285714286,21.4285714285714,5.35714285714286,4EM.CD69-CD103+,LP,0.647058823529412,0.409090909090909,0.352941176470588,0.25,0.352941176470588,23.2142857142857,16.0714285714286
BPS1-02238,9,79,1896.70368411775,437.158469945355,142.781597038604,1459.5452141724,209.765556143134,4EM.CD69-CD103-,LP,0.230483271375465,0.326612903225806,0.769516728624535,0.143719806763285,0.185873605947955,294.376872906751,1249.77965802926
BPS1-02238,9,79,5725.36576767143,1424.29049885422,199.189141547682,4301.0752688172,458.311299136259,4EM.CD69+,LP,0.248768472906404,0.139851485148515,0.751231527093596,0.10655737704918,0.114839901477832,1225.10135730654,3842.76396968094
BPS1-02243,9,79,2889.28571428571,1141.07142857143,221.428571428571,1748.21428571429,157.142857142857,4EM.CD69+,LP,0.394932014833127,0.194053208137715,0.605067985166873,0.089887640449438,0.131025957972806,919.642857142857,1591.07142857143
BPS1-02238,9,79,7738.41001233915,1917.85651330866,359.598096245373,5820.55349903049,696.280627533933,4EM,LP,0.247835990888383,0.1875,0.752164009111617,0.119624470018171,0.136446469248292,1558.25841706328,5124.27287149656
BPS1-02238,9,79,116.340560549974,66.9839591045302,19.3900934249956,49.3566014454433,26.4410364886304,4EM.CD69-CD103+,LP,0.575757575757576,0.289473684210526,0.424242424242424,0.535714285714286,0.393939393939394,47.5938656795346,22.915564956813
BPS1-02243,9,79,608.928571428571,217.857142857143,85.7142857142857,391.071428571429,57.1428571428571,4EM.CD69-CD103-,LP,0.357771260997067,0.39344262295082,0.642228739002933,0.146118721461187,0.234604105571848,132.142857142857,333.928571428571
BPS1-02243,9,79,669.642857142857,257.142857142857,101.785714285714,412.5,62.5,4EM.CD69-,LP,0.384,0.395833333333333,0.616,0.151515151515152,0.245333333333333,155.357142857143,350
BPS1-02243,9,79,3558.92857142857,1394.64285714286,325,2164.28571428571,217.857142857143,4EM,LP,0.391871550426493,0.23303457106274,0.608128449573507,0.100660066006601,0.15253386853989,1069.64285714286,1946.42857142857
BPS1-02238,9,79,2013.04424466772,504.142429049885,162.1716904636,1508.90181561784,236.206592631764,4EM.CD69-,LP,0.250437828371278,0.321678321678322,0.749562171628722,0.156542056074766,0.197898423817863,341.970738586286,1272.69522298607
BPS1-01868,10,83,1547.17484008529,427.771855010661,29.317697228145,1119.40298507463,70.6289978678038,4EM.CD69+,LP,0.276485788113695,0.068535825545171,0.723514211886305,0.063095238095238,0.064599483204134,398.454157782516,1048.77398720682
BPS1-01868,10,83,1094.08315565032,294.509594882729,15.9914712153518,799.573560767591,43.9765458422175,4EM.CD69+CD103-,LP,0.269183922046285,0.054298642533937,0.730816077953715,0.055,0.054811205846529,278.518123667377,755.597014925373
BPS1-01868,10,83,609.008528784648,169.243070362473,35.9808102345416,439.765458422175,74.6268656716418,4EM.CD69-CD103-,LP,0.277899343544858,0.21259842519685,0.722100656455142,0.16969696969697,0.181619256017506,133.262260127932,365.138592750533
BPS1-01868,10,83,2224.14712153518,648.987206823028,79.9573560767591,1575.15991471215,165.245202558635,4EM,LP,0.291791491911324,0.123203285420945,0.708208508088676,0.104906937394247,0.110245656081486,569.029850746269,1409.91471215352
BPS1-01868,10,83,67.9637526652452,29.317697228145,11.9936034115139,38.6460554371002,22.6545842217484,4EM.CD69-CD103+,LP,0.431372549019608,0.409090909090909,0.568627450980392,0.586206896551724,0.509803921568627,17.3240938166311,15.9914712153518
BPS1-01868,10,83,453.091684434968,133.262260127932,13.3262260127932,319.829424307036,26.6524520255864,4EM.CD69+CD103+,LP,0.294117647058823,0.1,0.705882352941176,0.083333333333333,0.088235294117647,119.936034115139,293.17697228145
BPS1-01868,10,83,676.972281449894,198.560767590618,47.9744136460554,478.411513859275,97.2814498933902,4EM.CD69-,LP,0.293307086614173,0.241610738255034,0.706692913385827,0.203342618384401,0.214566929133858,150.586353944563,381.130063965885
BPS1-01866,14,64,94.0665701881331,31.8379160636758,7.23589001447178,62.2286541244573,23.1548480463097,4EM.CD69-CD103+,LP,0.338461538461538,0.227272727272727,0.661538461538462,0.372093023255814,0.323076923076923,24.602026049204,39.0738060781476
BPS1-01866,14,64,347.322720694645,82.4891461649783,11.5774240231548,264.833574529667,50.6512301013025,4EM.CD69-CD103-,LP,0.2375,0.140350877192982,0.7625,0.191256830601093,0.179166666666667,70.9117221418235,214.182344428365
BPS1-01866,14,64,2321.27351664255,606.367583212735,46.3096960926194,1714.90593342981,182.344428364689,4EM,LP,0.261221945137157,0.0763723150358,0.738778054862843,0.106329113924051,0.098503740648379,560.057887120116,1532.56150506512
BPS1-01866,14,64,441.389290882779,114.327062228654,18.8133140376266,327.062228654124,73.8060781476122,4EM.CD69-,LP,0.259016393442623,0.164556962025316,0.740983606557377,0.225663716814159,0.20983606557377,95.5137481910275,253.256150506512
BPS1-01866,14,64,1124.45730824891,228.654124457308,10.1302460202605,895.803183791606,44.862518089725,4EM.CD69+CD103-,LP,0.203346203346203,0.044303797468355,0.796653796653797,0.050080775444265,0.048906048906049,218.523878437048,850.940665701881
BPS1-01866,14,64,755.426917510854,248.914616497829,17.3661360347323,506.512301013025,63.6758321273517,4EM.CD69+CD103+,LP,0.329501915708812,0.069767441860465,0.670498084291188,0.125714285714286,0.10727969348659,231.548480463097,442.836468885673
BPS1-01866,14,64,1879.88422575977,477.568740955138,27.4963820549928,1402.31548480463,108.538350217077,4EM.CD69+,LP,0.254041570438799,0.057575757575758,0.745958429561201,0.077399380804954,0.072363356428022,450.072358900145,1293.77713458755
BPS1-02244,15,85,2084.41446116589,489.534682580868,48.4345268984605,1594.87977858502,261.200484345269,4EM,LP,0.234854771784232,0.098939929328622,0.765145228215768,0.163774403470716,0.148547717842324,441.100155682408,1333.67929423975
BPS1-02239,15,85,325.652841781874,96.7741935483871,26.1136712749616,228.878648233487,62.9800307219662,4EM.CD69-,LP,0.297169811320755,0.26984126984127,0.702830188679245,0.275167785234899,0.273584905660377,70.6605222734255,165.898617511521
BPS1-02244,15,85,629.648849679986,172.980453208787,17.2980453208787,456.668396471199,121.086317246151,4EM.CD69-,LP,0.274725274725275,0.1,0.725274725274725,0.265151515151515,0.21978021978022,155.682407887909,335.582079225048
