MouseID,Age_at_SK1,Days_post_treatment,mT+,mT-,mT+.Ki67+,mT-.Ki67+,population,organ,Qall,mT+frac,mT+.Ki67+frac,mT-frac,mT-.Ki67+frac,Ki67+frac,mT+.Ki67-,mT-.Ki67-
BPS1-02201,461,405.0,20373.342121286627,2870432.081521998,0.0,0.0,4Naive,LN,2890805.423643285,0.0070476352211938514,0.0,0.9929523647788061,0.0,0.0,0.0,0.0
BPS1-02202,461,405.0,67180.07806568593,650626.9371276472,0.0,0.0,4EM,LN,717807.0151933332,0.09359072375127421,0.0,0.9064092762487258,0.0,0.0,0.0,0.0
BPS1-02201,461,405.0,102063.08016904796,907521.9336243485,0.0,0.0,4EM,LN,1009585.0137933964,0.10109409190371992,0.0,0.8989059080962801,0.0,0.0,0.0,0.0
BPS1-02202,461,405.0,7911.608921282278,154070.58066936414,0.0,0.0,4CM,LN,161982.18959064642,0.048842461885940144,0.0,0.9511575381140598,0.0,0.0,0.0,0.0
BPS1-02202,461,405.0,26844.592120189,4131231.812213618,0.0,0.0,4Naive,LN,4158076.404333807,0.00645601223012879,0.0,0.9935439877698712,0.0,0.0,0.0,0.0
BPS1-02203,467,411.0,12249.662734121819,2669872.073199297,0.0,0.0,4Naive,LN,2682121.735933419,0.004567153895368866,0.0,0.995432846104631,0.0,0.0,0.0,0.0
BPS1-02204,467,411.0,53616.380731586934,570000.8806404509,0.0,0.0,4EM,LN,623617.2613720378,0.08597642184185864,0.0,0.9140235781581414,0.0,0.0,0.0,0.0
BPS1-02203,467,411.0,61380.31434662334,550231.6178977736,0.0,0.0,4EM,LN,611611.932244397,0.10035826822635645,0.0,0.8996417317736435,0.0,0.0,0.0,0.0
BPS1-02205,467,411.0,3123.879669537368,74210.59025979717,0.0,0.0,4CM,LN,77334.46992933455,0.0403944020356234,0.0,0.9596055979643765,0.0,0.0,0.0,0.0
BPS1-02204,467,411.0,5167.84392593609,107478.84926917082,0.0,0.0,4CM,LN,112646.69319510691,0.045876570180229385,0.0,0.9541234298197706,0.0,0.0,0.0,0.0
BPS1-02203,467,411.0,5623.228798206784,112675.77704575846,0.0,0.0,4CM,LN,118299.00584396523,0.04753403258201295,0.0,0.9524659674179871,0.0,0.0,0.0,0.0
BPS1-02204,467,411.0,11566.126881856964,3162782.0046243863,0.0,0.0,4Naive,LN,3174348.1315062433,0.003643622691241739,0.0,0.9963563773087583,0.0,0.0,0.0,0.0
BPS1-02205,467,411.0,60140.833008022564,593389.5523458226,0.0,0.0,4EM,LN,653530.3853538451,0.09202453987730062,0.0,0.9079754601226995,0.0,0.0,0.0,0.0
BPS1-02205,467,411.0,7305.450880729121,1669602.9947180154,0.0,0.0,4Naive,LN,1676908.4455987446,0.004356499545281192,0.0,0.9956435004547188,0.0,0.0,0.0,0.0
BPS1-02854,58,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02853,65,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02690,84,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02691,84,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01426,161,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01427,170,0.0,0.0,0.0,0.0,0.0,4EM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02854,58,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02853,65,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02690,84,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02691,84,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01426,161,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01427,170,0.0,0.0,0.0,0.0,0.0,4CM,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02854,58,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02853,65,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02690,84,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-02691,84,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01426,161,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-01427,170,0.0,0.0,0.0,0.0,0.0,4Naive,LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,386.24951718810354,538.8180764774045,0.0,0.0,4EM.CD69-,LP,925.067593665508,0.4175365344467641,0.0,0.5824634655532359,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,336.03707995365005,505.9868675164156,0.0,0.0,4EM.CD69+CD103+,LP,842.0239474700657,0.39908256880733944,0.0,0.6009174311926605,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,296.3994430077581,413.76566540680324,0.0,0.0,4EM.CD69+CD103+,LP,710.1651084145614,0.4173669467787115,0.0,0.5826330532212884,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,1710.7618858165906,1310.9210264571316,0.0,0.0,4EM.CD69+,LP,3021.682912273722,0.5661619486504279,0.0,0.4338380513495721,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,1973.735032831209,1877.1726535341832,0.0,0.0,4EM.CD69+,LP,3850.9076863653922,0.5125376128385155,0.0,0.48746238716148443,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,336.18460314302763,346.130893176845,0.0,0.0,4EM.CD69-CD103-,LP,682.3154963198726,0.4927113702623907,0.0,0.5072886297376094,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,2359.9845500193123,2415.9907300115874,0.0,0.0,4EM,LP,4775.9752800309,0.49413667610190054,0.0,0.5058633238980995,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,2048.9357469663814,1670.976725681321,0.0,0.0,4EM,LP,3719.9124726477025,0.5508021390374331,0.0,0.4491978609625669,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,1414.3624428088324,897.1553610503283,0.0,0.0,4EM.CD69+CD103-,LP,2311.5178038591607,0.6118760757314974,0.0,0.3881239242685026,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,1637.697952877559,1371.1857860177677,0.0,0.0,4EM.CD69+CD103-,LP,3008.8837388953266,0.5442875481386392,0.0,0.4557124518613607,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,3.862495171881035,40.55619930475087,0.0,0.0,4EM.CD69-CD103+,LP,44.418694476631906,0.08695652173913043,0.0,0.9130434782608695,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,1.9892580067634773,13.92480604734434,0.0,0.0,4EM.CD69-CD103+,LP,15.914064054107818,0.125,0.0,0.8749999999999999,0.0,0.0,0.0,0.0
BPS1-00911,89,2.0,382.3870220162225,498.26187717265356,0.0,0.0,4EM.CD69-CD103-,LP,880.648899188876,0.4342105263157895,0.0,0.5657894736842105,0.0,0.0,0.0,0.0
BPS1-00909,89,2.0,338.1738611497911,360.05569922418937,0.0,0.0,4EM.CD69-,LP,698.2295603739805,0.4843304843304843,0.0,0.5156695156695157,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,2334.6303501945526,461.62009197028647,0.0,0.0,4EM.CD69-CD103-,LP,2796.250442164839,0.8349146110056926,0.0,0.16508538899430739,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,2377.0781747435444,477.5380261761584,0.0,0.0,4EM.CD69-,LP,2854.616200919703,0.8327137546468402,0.0,0.16728624535315983,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,6207.99434029006,603.1128404669262,0.0,0.0,4EM.CD69+,LP,6811.107180756986,0.9114515710205141,0.0,0.08854842897948587,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,42.44782454899186,15.917934205871951,0.0,0.0,4EM.CD69-CD103+,LP,58.36575875486381,0.7272727272727272,0.0,0.27272727272727276,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,567.7396533427661,104.35090201627168,0.0,0.0,4EM.CD69+CD103+,LP,672.0905553590378,0.8447368421052631,0.0,0.15526315789473685,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,8585.072515033604,1080.6508666430855,0.0,0.0,4EM,LP,9665.72338167669,0.8881976212259834,0.0,0.11180237877401657,0.0,0.0,0.0,0.0
BPS1-00701,35,8.0,5640.2546869472935,498.7619384506552,0.0,0.0,4EM.CD69+CD103-,LP,6139.016625397949,0.9187554019014692,0.0,0.08124459809853081,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,125.38540596094553,145.9403905447071,0.0,0.0,4EM.CD69-CD103-,LP,271.32579650565265,0.4621212121212121,0.0,0.5378787878787878,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,698.8694758478931,287.76978417266184,0.0,0.0,4EM,LP,986.639260020555,0.7083333333333334,0.0,0.29166666666666663,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,573.4840698869475,137.71839671120256,0.0,0.0,4EM.CD69+,LP,711.2024665981501,0.8063583815028901,0.0,0.19364161849710995,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,125.38540596094553,150.0513874614594,0.0,0.0,4EM.CD69-,LP,275.43679342240495,0.4552238805970149,0.0,0.544776119402985,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,41.109969167523126,32.8879753340185,0.0,0.0,4EM.CD69+CD103+,LP,73.99794450154162,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,0.0,4.110996916752312,0.0,0.0,4EM.CD69-CD103+,LP,4.110996916752312,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BPS1-02854,58,10.0,532.3741007194244,104.83042137718405,0.0,0.0,4EM.CD69+CD103-,LP,637.2045220966085,0.8354838709677418,0.0,0.16451612903225818,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,15518.53238487458,9288.655934107075,0.0,0.0,4EM.CD69-,LP,24807.188318981654,0.6255659523090854,0.0,0.37443404769091454,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,67207.03856233621,12265.06926244851,0.0,0.0,4EM.CD69+,LP,79472.10782478472,0.8456682526970369,0.0,0.15433174730296306,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,84369.15013103707,19910.14601272931,0.0,0.0,4EM,LP,104279.29614376638,0.8090690410368722,0.0,0.1909309589631278,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,9775.365031823287,2437.289404717334,0.0,0.0,4EM.CD69+CD103+,LP,12212.65443654062,0.8004291845493562,0.0,0.19957081545064376,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,15028.07937102209,9034.069636840133,0.0,0.0,4EM.CD69-CD103-,LP,24062.149007862223,0.6245526684300607,0.0,0.37544733156993926,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,490.45301385248973,254.58629726694124,0.0,0.0,4EM.CD69-CD103+,LP,745.039311119431,0.6582914572864321,0.0,0.3417085427135678,0.0,0.0,0.0,0.0
BPS1-00706,39,12.0,57431.67353051292,9827.779857731184,0.0,0.0,4EM.CD69+CD103-,LP,67259.4533882441,0.8538825494016143,0.0,0.1461174505983857,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,2623.252391464312,286.9757174392935,0.0,0.0,4EM.CD69-CD103-,LP,2910.2281089036055,0.9013906447534766,0.0,0.09860935524652335,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,4099.216710182767,2083.5509138381203,0.0,0.0,4EM.CD69-CD103-,LP,6182.7676240208875,0.6630067567567567,0.0,0.3369932432432433,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,11133.619010518114,1542.6567978184648,0.0,0.0,4EM.CD69-CD103-,LP,12676.275808336579,0.8783036263060848,0.0,0.12169637369391517,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,62.54598969830758,3.6791758646063215,0.0,0.0,4EM.CD69-CD103+,LP,66.2251655629139,0.9444444444444445,0.0,0.05555555555555546,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,43572.26334242306,3891.7023763147663,0.0,0.0,4EM.CD69+CD103-,LP,47463.965718737825,0.9180072225869993,0.0,0.0819927774130007,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,7300.350603817686,1421.893260615505,0.0,0.0,4EM.CD69+CD103+,LP,8722.24386443319,0.8369807949977668,0.0,0.1630192050022332,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,1662.9874908020604,393.67181751287694,0.0,0.0,4EM.CD69+CD103+,LP,2056.6593083149373,0.8085867620751342,0.0,0.19141323792486575,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,2240.2088772845955,997.3890339425584,0.0,0.0,4EM.CD69+CD103+,LP,3237.597911227154,0.6919354838709678,0.0,0.3080645161290322,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,218.34061135371178,111.5963124696749,0.0,0.0,4EM.CD69+CD103+,LP,329.9369238233867,0.6617647058823529,0.0,0.338235294117647,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,688.9859291606017,475.49733139252794,0.0,0.0,4EM.CD69-CD103-,LP,1164.4832605531296,0.5916666666666667,0.0,0.4083333333333333,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,12225.90139808683,1114.7902869757163,0.0,0.0,4EM.CD69+CD103-,LP,13340.691685062546,0.9164368450082737,0.0,0.08356315499172634,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,15958.224543080942,2892.9503916449066,0.0,0.0,4EM.CD69+,LP,18851.17493472585,0.8465373961218837,0.0,0.15346260387811625,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,50872.613946240745,5313.595636930273,0.0,0.0,4EM.CD69+,LP,56186.20958317102,0.9054288289537543,0.0,0.09457117104624566,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,109.66057441253264,73.10704960835508,0.0,0.0,4EM.CD69-CD103+,LP,182.76762402088772,0.6,0.0,0.39999999999999997,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,4.85201358563804,14.556040756914118,0.0,0.0,4EM.CD69-CD103+,LP,19.40805434255216,0.25,0.0,0.75,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,11375.146084924036,1577.7171795870654,0.0,0.0,4EM.CD69-,LP,12952.863264511101,0.8781954887218046,0.0,0.1218045112781954,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,62415.27074405921,6723.802103622911,0.0,0.0,4EM,LP,69139.07284768212,0.9027496055893621,0.0,0.09725039441063789,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,16508.462104488593,1865.3421633554099,0.0,0.0,4EM,LP,18373.804267844003,0.8984781738085702,0.0,0.1015218261914298,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,20167.10182767624,5049.608355091383,0.0,0.0,4EM,LP,25216.710182767623,0.7997515013460345,0.0,0.20024849865396557,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,2023.2896652110626,819.9902959728288,0.0,0.0,4EM,LP,2843.2799611838914,0.7116040955631399,0.0,0.2883959044368601,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,13718.015665796345,1895.5613577023487,0.0,0.0,4EM.CD69+CD103-,LP,15613.577023498694,0.8785953177257526,0.0,0.12140468227424742,0.0,0.0,0.0,0.0
BPS1-02174,95,13.0,4208.8772845953,2156.657963446475,0.0,0.0,4EM.CD69-,LP,6365.535248041775,0.6611977030352748,0.0,0.3388022969647252,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,2685.7983811626195,290.6548933038998,0.0,0.0,4EM.CD69-,LP,2976.4532744665194,0.9023485784919654,0.0,0.09765142150803457,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,1329.451722464823,329.9369238233867,0.0,0.0,4EM.CD69+,LP,1659.3886462882097,0.8011695906432749,0.0,0.19883040935672514,0.0,0.0,0.0,0.0
BPS1-00648,57,13.0,241.5270744059213,35.0603817686015,0.0,0.0,4EM.CD69-CD103+,LP,276.5874561745228,0.8732394366197183,0.0,0.12676056338028177,0.0,0.0,0.0,0.0
BPS1-00646,57,13.0,13888.88888888889,1508.4621044885935,0.0,0.0,4EM.CD69+,LP,15397.350993377484,0.9020310633213859,0.0,0.09796893667861402,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,693.8379427462397,490.053372149442,0.0,0.0,4EM.CD69-,LP,1183.8913148956817,0.5860655737704918,0.0,0.41393442622950816,0.0,0.0,0.0,0.0
BPS1-02177,95,13.0,1111.111111111111,218.3406113537119,0.0,0.0,4EM.CD69+CD103-,LP,1329.451722464823,0.8357664233576642,0.0,0.16423357664233584,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,550.441826215022,200.66273932253318,0.0,0.0,4EM.CD69-CD103-,LP,751.1045655375552,0.7328431372549019,0.0,0.2671568627450981,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,223.63601310969733,142.66435319066898,0.0,0.0,4EM.CD69-CD103-,LP,366.3003663003663,0.6105263157894737,0.0,0.3894736842105263,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,1356.6062748563854,647.3707467962879,0.0,0.0,4EM.CD69-CD103-,LP,2003.9770216526733,0.6769570011025359,0.0,0.3230429988974641,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,5837.38400353513,1232.876712328767,0.0,0.0,4EM.CD69+CD103-,LP,7070.2607158638975,0.825625,0.0,0.174375,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,90.58771542200618,50.817498895271754,0.0,0.0,4EM.CD69-CD103+,LP,141.40521431727794,0.640625,0.0,0.35937499999999994,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,3.85579332947754,5.78368999421631,0.0,0.0,4EM.CD69-CD103+,LP,9.63948332369385,0.39999999999999997,0.0,0.6,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,7.363770250368188,5.522827687776142,0.0,0.0,4EM.CD69-CD103+,LP,12.88659793814433,0.5714285714285714,0.0,0.4285714285714286,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,196.64545980335453,15.42317331791017,0.0,0.0,4EM.CD69+CD103-,LP,212.0686331212647,0.9272727272727272,0.0,0.07272727272727278,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,649.8527245949927,90.20618556701027,0.0,0.0,4EM.CD69+CD103-,LP,740.0589101620029,0.8781094527363185,0.0,0.12189054726368154,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,103.09278350515464,22.091310751104558,0.0,0.0,4EM.CD69+CD103+,LP,125.1840942562592,0.823529411764706,0.0,0.17647058823529407,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,217.852323115481,21.206863312126472,0.0,0.0,4EM.CD69+,LP,239.05918642760747,0.9112903225806451,0.0,0.08870967741935486,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,557.8055964653902,206.18556701030934,0.0,0.0,4EM.CD69-,LP,763.9911634756995,0.7301204819277107,0.0,0.26987951807228927,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,21.20686331212647,5.78368999421631,0.0,0.0,4EM.CD69+CD103+,LP,26.99055330634278,0.7857142857142857,0.0,0.2142857142857143,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,1358.8157313300928,402.1210782147591,0.0,0.0,4EM.CD69+CD103+,LP,1760.936809544852,0.7716436637390214,0.0,0.22835633626097865,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,227.49180643917487,148.4480431848853,0.0,0.0,4EM.CD69-,LP,375.9398496240602,0.6051282051282051,0.0,0.3948717948717949,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,1447.1939902783915,698.1882456915596,0.0,0.0,4EM.CD69-,LP,2145.382235969951,0.6745623069001031,0.0,0.3254376930998969,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,7196.199734865223,1634.9977905435271,0.0,0.0,4EM.CD69+,LP,8831.19752540875,0.8148611458593945,0.0,0.18513885414060552,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,752.9455081001473,112.29749631811478,0.0,0.0,4EM.CD69+,LP,865.2430044182621,0.8702127659574469,0.0,0.1297872340425531,0.0,0.0,0.0,0.0
BPS1-02175,97,15.0,1310.7511045655376,318.4830633284241,0.0,0.0,4EM,LP,1629.2341678939617,0.8045197740112995,0.0,0.19548022598870055,0.0,0.0,0.0,0.0
BPS1-02176,97,15.0,445.34412955465586,169.65490649701178,0.0,0.0,4EM,LP,614.9990360516676,0.7241379310344828,0.0,0.2758620689655173,0.0,0.0,0.0,0.0
BPS1-00709,42,15.0,8643.393725143615,2333.186036235087,0.0,0.0,4EM,LP,10976.579761378702,0.78743961352657,0.0,0.21256038647343004,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,6252.688172043011,1854.8387096774195,0.0,0.0,4EM,LP,8107.5268817204305,0.7712201591511936,0.0,0.22877984084880637,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,1105.2926874883112,708.8086777632318,0.0,0.0,4EM,LP,1814.101365251543,0.6092783505154639,0.0,0.3907216494845361,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,1.8702075930428277,18.70207593042828,0.0,0.0,4EM.CD69-CD103+,LP,20.572283523471107,0.0909090909090909,0.0,0.9090909090909091,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,6243.727598566308,1302.8673835125455,0.0,0.0,4EM.CD69+,LP,7546.594982078854,0.8273569223462359,0.0,0.17264307765376402,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,56.10622779128483,258.08864783991027,0.0,0.0,4EM.CD69-,LP,314.1948756311951,0.17857142857142855,0.0,0.8214285714285715,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,8.979885057471265,307.1120689655172,0.0,0.0,4EM.CD69-,LP,316.0919540229885,0.02840909090909091,0.0,0.9715909090909091,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,10.75268817204301,550.179211469534,0.0,0.0,4EM.CD69-,LP,560.931899641577,0.019169329073482427,0.0,0.9808306709265175,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,1329.0229885057472,792.0258620689654,0.0,0.0,4EM,LP,2121.0488505747126,0.6265876375952584,0.0,0.3734123624047417,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,1323.6350574712642,481.32183908046,0.0,0.0,4EM.CD69+,LP,1804.9568965517242,0.7333333333333332,0.0,0.2666666666666668,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,1.7959770114942528,23.347701149425287,0.0,0.0,4EM.CD69-CD103+,LP,25.14367816091954,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,4295.698924731183,704.3010752688169,0.0,0.0,4EM.CD69+CD103-,LP,5000.0,0.8591397849462367,0.0,0.1408602150537634,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,1165.58908045977,325.07183908046,0.0,0.0,4EM.CD69+CD103-,LP,1490.66091954023,0.7819277108433733,0.0,0.21807228915662663,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,783.6169814849449,302.97363007293814,0.0,0.0,4EM.CD69+CD103-,LP,1086.590611557883,0.7211703958691911,0.0,0.278829604130809,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,0.0,23.29749103942652,0.0,0.0,4EM.CD69-CD103+,LP,23.29749103942652,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,1948.0286738351253,598.5663082437279,0.0,0.0,4EM.CD69+CD103+,LP,2546.5949820788533,0.7649542575650949,0.0,0.2350457424349051,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,158.04597701149424,156.25,0.0,0.0,4EM.CD69+CD103+,LP,314.29597701149424,0.5028571428571429,0.0,0.49714285714285716,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,263.6992706190387,149.61660744342623,0.0,0.0,4EM.CD69+CD103+,LP,413.31587806246495,0.6380090497737556,0.0,0.3619909502262444,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,54.236020198242,239.38657190948197,0.0,0.0,4EM.CD69-CD103-,LP,293.62259210772396,0.18471337579617833,0.0,0.8152866242038217,0.0,0.0,0.0,0.0
BPS1-00752,125,17.0,7.183908045977011,283.7643678160919,0.0,0.0,4EM.CD69-CD103-,LP,290.94827586206895,0.024691358024691357,0.0,0.9753086419753085,0.0,0.0,0.0,0.0
BPS1-00754,125,17.0,10.75268817204301,526.8817204301075,0.0,0.0,4EM.CD69-CD103-,LP,537.6344086021505,0.02,0.0,0.98,0.0,0.0,0.0,0.0
BPS1-02853,65,17.0,1047.3162521039835,452.59023751636437,0.0,0.0,4EM.CD69+,LP,1499.9064896203479,0.6982543640897755,0.0,0.30174563591022446,0.0,0.0,0.0,0.0
BPS1-02690,84,18.0,587.1593195536858,437.16846533747946,0.0,0.0,4EM.CD69+CD103+,LP,1024.3277848911653,0.5732142857142857,0.0,0.42678571428571427,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,1340.7525172231055,404.52216922805155,0.0,0.0,4EM.CD69+CD103+,LP,1745.274686451157,0.7682186234817814,0.0,0.2317813765182186,0.0,0.0,0.0,0.0
BPS1-02690,84,18.0,31.0956648984818,312.7858057435522,0.0,0.0,4EM.CD69-,LP,343.881470642034,0.09042553191489362,0.0,0.9095744680851063,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,60.06006006006006,655.3612435965376,0.0,0.0,4EM.CD69-,LP,715.4213036565977,0.08395061728395062,0.0,0.9160493827160493,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,7675.3223812047345,1812.4006359300474,0.0,0.0,4EM,LP,9487.723017134782,0.8089741202755539,0.0,0.19102587972444607,0.0,0.0,0.0,0.0
BPS1-02690,84,18.0,3394.9149442107187,1123.102249862814,0.0,0.0,4EM.CD69+,LP,4518.017194073533,0.7514170040485828,0.0,0.24858299595141714,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,7608.1964317258435,1164.1052817523405,0.0,0.0,4EM.CD69+,LP,8772.301713478184,0.8672976238421265,0.0,0.13270237615787353,0.0,0.0,0.0,0.0
BPS1-02690,84,18.0,0.0,36.58313517468447,0.0,0.0,4EM.CD69-CD103+,LP,36.58313517468447,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,1.7664723547076489,22.964140611199436,0.0,0.0,4EM.CD69-CD103+,LP,24.730612965907085,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0,0.0,0.0
BPS1-02690,84,18.0,31.0956648984818,276.20267056886775,0.0,0.0,4EM.CD69-CD103-,LP,307.29833546734955,0.10119047619047619,0.0,0.8988095238095238,0.0,0.0,0.0,0.0
BPS1-02691,84,18.0,58.29358770535241,632.3971029853383,0.0,0.0,4EM.CD69-CD103-,LP,690.6906906906906,0.08439897698209718,0.0,0.9156010230179029,0.0,0.0,0.0,0.0
